,fpath,size,date_created,date_modified
68,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171101_135105.jpg,2212142.0,Wed Jan 17 15:41:59 2018,Wed Nov 01 09:21:05 2017
69,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171102_035703.jpg,1496722.0,Wed Jan 17 15:42:00 2018,Wed Nov 01 23:27:03 2017
70,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171102_141835.jpg,1840997.0,Wed Jan 17 15:42:00 2018,Thu Nov 02 09:48:35 2017
71,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171102_231805.jpg,1474642.0,Wed Jan 17 15:42:00 2018,Thu Nov 02 18:48:05 2017
72,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171107_014234.jpg,1334318.0,Wed Jan 17 15:42:00 2018,Mon Nov 06 21:12:34 2017
73,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171107_140214.jpg,2182639.0,Wed Jan 17 15:42:00 2018,Tue Nov 07 09:32:14 2017
74,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171110_020907.jpg,1730028.0,Wed Jan 17 15:42:01 2018,Thu Nov 09 21:39:07 2017
75,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171118_031507.jpg,2189217.0,Wed Jan 17 15:42:01 2018,Fri Nov 17 22:45:08 2017
76,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171118_031527.jpg,2309175.0,Wed Jan 17 15:42:01 2018,Fri Nov 17 22:45:27 2017
77,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171118_135322.jpg,1962723.0,Wed Jan 17 15:42:01 2018,Sat Nov 18 09:23:22 2017
78,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171119_041759.jpg,1570798.0,Wed Jan 17 15:42:01 2018,Sat Nov 18 23:47:59 2017
79,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171119_041819.jpg,1952140.0,Wed Jan 17 15:42:02 2018,Sat Nov 18 23:48:19 2017
80,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171124_152511.jpg,1446916.0,Wed Jan 17 15:42:02 2018,Fri Nov 24 10:55:11 2017
81,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_025553.jpg,2059252.0,Wed Jan 17 15:42:02 2018,Sat Nov 25 22:25:53 2017
82,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_025649.jpg,1388266.0,Wed Jan 17 15:42:02 2018,Sat Nov 25 22:26:49 2017
83,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_025716.jpg,1572189.0,Wed Jan 17 15:42:02 2018,Sat Nov 25 22:27:16 2017
84,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20171126_025744.jpg,1379203.0,Wed Jan 17 15:42:03 2018,Sat Nov 25 22:27:44 2017
