990133 0.00079374 0.000145438 0.000451317 0.449606 0.13564 0.00120151 0.000219111 0.000589853 0.000160896
990175 0.000691564 0.000112971 0.00031896 0.520878 0.13745 0.00112388 0.000202471 0.000475403 0.000133507
990026 0.000690943 9.91377e-05 0.000298979 0.516779 0.147221 0.0011235 0.000197343 0.000474666 0.000132762
990600 0.000708227 8.6576e-05 0.000263589 0.518881 0.128721 0.00115507 0.00019304 0.000484805 0.000112314
990099 0.000719528 9.63117e-05 0.000306085 0.504124 0.133779 0.00115661 0.000196384 0.000500985 0.00012333
990411 0.000710862 9.60603e-05 0.000306105 0.503812 0.134445 0.00114257 0.000193811 0.000495005 0.00012191
990140 0.000744446 0.000114551 0.000360062 0.497965 0.141203 0.00118767 0.000214919 0.000522837 0.000138995
990190 0.000710605 9.63902e-05 0.00030005 0.510045 0.136224 0.00114549 0.000183006 0.000493162 0.000126414
990360 0.000684992 9.93659e-05 0.000278664 0.525086 0.138907 0.00112467 0.00020751 0.000465152 0.000122946
990559 0.000667792 0.000103063 0.000301008 0.522063 0.141135 0.00108482 0.000185575 0.00045928 0.000130431
990278 0.000711745 0.000104632 0.000310832 0.513065 0.144233 0.00115258 0.000211533 0.000491329 0.000134359
990618 0.000685483 8.49029e-05 0.000263069 0.514596 0.136276 0.00111369 0.000183808 0.000471381 0.000115105
990424 0.000655974 0.000118213 0.000350772 0.547017 0.143441 0.00109398 0.000209093 0.00043697 0.000137165
990560 0.000758662 0.00011367 0.000363372 0.50597 0.140683 0.00122233 0.000227939 0.00052683 0.000138475
990040 0.00071203 8.97214e-05 0.000265609 0.501785 0.138165 0.00114485 0.000197912 0.00049562 0.000120249
990530 0.000707102 9.92147e-05 0.000305268 0.511017 0.140463 0.00114165 0.000192075 0.000489827 0.000128062
990252 0.000634927 0.000103276 0.000316753 0.553234 0.142136 0.00106246 0.000188055 0.000421159 0.000127851
990111 0.000697249 0.000112812 0.000350763 0.525548 0.13669 0.00113803 0.000214592 0.000476857 0.000132118
990295 0.000731347 8.9876e-05 0.000286427 0.501306 0.135456 0.00117848 0.000198115 0.000507782 0.000120111
990211 0.000690191 8.50325e-05 0.000260187 0.530528 0.140231 0.00113891 0.000191179 0.000465832 0.000120766
990526 0.000656359 8.71013e-05 0.000272922 0.510545 0.137314 0.00105846 0.000171872 0.000455311 0.000116016
990489 0.000682599 9.10638e-05 0.000289986 0.499088 0.137273 0.00108769 0.000166746 0.000480054 0.000122179
