,fpath,size,date_created,date_modified
0,S:\10_9_2016\env\20161008_181926.mp4,385258.0,Wed Oct 12 16:00:28 2016,Sun Oct 09 00:19:31 2016
1,S:\10_9_2016\env\20161008_184756.mp4,3773250.0,Wed Oct 12 16:00:28 2016,Sun Oct 09 00:48:31 2016
2,S:\10_9_2016\env\20161008_184933.mp4,1770169.0,Wed Oct 12 16:00:28 2016,Sun Oct 09 00:49:50 2016
3,S:\10_9_2016\env\20161008_204835.mp4,18225330.0,Wed Oct 12 16:00:29 2016,Sun Oct 09 02:49:17 2016
4,S:\10_9_2016\env\20161008_204947.mp4,51275595.0,Wed Oct 12 16:00:30 2016,Sun Oct 09 02:51:43 2016
5,S:\10_9_2016\env\20161008_211433.jpg,1746347.0,Wed Oct 12 16:00:33 2016,Sun Oct 09 03:14:33 2016
6,S:\10_9_2016\env\20161009_050459.mp4,9329869.0,Wed Oct 12 16:00:33 2016,Sun Oct 09 11:05:21 2016
7,S:\10_9_2016\env\20161009_085212.jpg,3053379.0,Wed Oct 12 16:00:34 2016,Sun Oct 09 14:52:12 2016
8,S:\10_9_2016\env\20161009_085216.jpg,3476717.0,Wed Oct 12 16:00:34 2016,Sun Oct 09 14:52:16 2016
9,S:\10_9_2016\env\20161009_085222.jpg,3247213.0,Wed Oct 12 16:00:34 2016,Sun Oct 09 14:52:22 2016
10,S:\10_9_2016\env\20161009_085228.jpg,2783223.0,Wed Oct 12 16:00:35 2016,Sun Oct 09 14:52:28 2016
11,S:\10_9_2016\env\20161009_085234.jpg,3505737.0,Wed Oct 12 16:00:35 2016,Sun Oct 09 14:52:35 2016
12,S:\10_9_2016\env\20161009_085241.jpg,2554114.0,Wed Oct 12 16:00:35 2016,Sun Oct 09 14:52:41 2016
13,S:\10_9_2016\env\20161009_085246.jpg,3763710.0,Wed Oct 12 16:00:35 2016,Sun Oct 09 14:52:46 2016
14,S:\10_9_2016\env\20161009_085300.jpg,2689731.0,Wed Oct 12 16:00:36 2016,Sun Oct 09 14:53:00 2016
15,S:\10_9_2016\env\20161009_085308.jpg,3059944.0,Wed Oct 12 16:00:36 2016,Sun Oct 09 14:53:08 2016
16,S:\10_9_2016\env\20161009_095434.jpg,2843294.0,Wed Oct 12 16:00:36 2016,Sun Oct 09 15:54:34 2016
17,S:\10_9_2016\env\20161009_095523.jpg,2337893.0,Wed Oct 12 16:00:36 2016,Sun Oct 09 15:55:23 2016
18,S:\10_9_2016\env\20161009_095527.jpg,3179069.0,Wed Oct 12 16:00:36 2016,Sun Oct 09 15:55:28 2016
19,S:\10_9_2016\env\20161009_095548.jpg,2734927.0,Wed Oct 12 16:00:37 2016,Sun Oct 09 15:55:48 2016
20,S:\10_9_2016\env\20161009_095554.jpg,3309147.0,Wed Oct 12 16:00:37 2016,Sun Oct 09 15:55:55 2016
21,S:\10_9_2016\env\20161009_100601.mp4,6211179.0,Wed Oct 12 16:00:37 2016,Sun Oct 09 16:06:17 2016
22,S:\10_9_2016\env\20161009_102654.mp4,4833629.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 16:27:06 2016
23,S:\10_9_2016\env\20161009_115806.jpg,1658028.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 17:58:06 2016
24,S:\10_9_2016\env\20161009_115809.jpg,1568541.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 17:58:09 2016
25,S:\10_9_2016\env\20161009_115812.jpg,1661479.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 17:58:12 2016
26,S:\10_9_2016\env\20161009_115821.jpg,1662560.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 17:58:21 2016
27,S:\10_9_2016\env\20161009_115824.jpg,1627373.0,Wed Oct 12 16:00:38 2016,Sun Oct 09 17:58:24 2016
28,S:\10_9_2016\env\20161009_115828.jpg,1777962.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 17:58:28 2016
29,S:\10_9_2016\env\20161009_122536.jpg,1635461.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:36 2016
30,S:\10_9_2016\env\20161009_122538.jpg,1567769.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:38 2016
31,S:\10_9_2016\env\20161009_122540.jpg,1611973.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:40 2016
32,S:\10_9_2016\env\20161009_122550.jpg,1595500.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:51 2016
33,S:\10_9_2016\env\20161009_122554.jpg,1581678.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:54 2016
34,S:\10_9_2016\env\20161009_122557.jpg,1773348.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:25:57 2016
35,S:\10_9_2016\env\20161009_122611.jpg,1259431.0,Wed Oct 12 16:00:39 2016,Sun Oct 09 18:26:11 2016
36,S:\10_9_2016\env\20161009_123830.mp4,10612152.0,Wed Oct 12 16:00:40 2016,Sun Oct 09 18:38:55 2016
37,S:\10_9_2016\env\20161009_141815.jpg,1053300.0,Wed Oct 12 16:00:40 2016,Sun Oct 09 20:18:15 2016
38,S:\10_9_2016\env\20161009_141817.jpg,1054790.0,Wed Oct 12 16:00:40 2016,Sun Oct 09 20:18:17 2016
39,S:\10_9_2016\env\20161009_150606.mp4,31635571.0,Wed Oct 12 16:00:40 2016,Sun Oct 09 21:07:18 2016
40,S:\10_9_2016\env\20161009_150719.mp4,19853391.0,Wed Oct 12 16:00:42 2016,Sun Oct 09 21:08:04 2016
41,S:\10_9_2016\env\20161009_150812.jpg,2158186.0,Wed Oct 12 16:00:44 2016,Sun Oct 09 21:08:12 2016
42,S:\10_9_2016\env\20161009_150817.jpg,1843307.0,Wed Oct 12 16:00:44 2016,Sun Oct 09 21:08:17 2016
43,S:\10_9_2016\env\20161009_150820.jpg,1761370.0,Wed Oct 12 16:00:44 2016,Sun Oct 09 21:08:20 2016
44,S:\10_9_2016\env\20161009_150830.jpg,1903593.0,Wed Oct 12 16:00:44 2016,Sun Oct 09 21:08:30 2016
45,S:\10_9_2016\env\20161009_150833.jpg,2123466.0,Wed Oct 12 16:00:44 2016,Sun Oct 09 21:08:33 2016
46,S:\10_9_2016\env\20161009_150837.jpg,3872940.0,Wed Oct 12 16:00:45 2016,Sun Oct 09 21:08:37 2016
47,S:\10_9_2016\env\20161009_150840.jpg,3436383.0,Wed Oct 12 16:00:45 2016,Sun Oct 09 21:08:40 2016
48,S:\10_9_2016\env\20161009_151436.mp4,14819425.0,Wed Oct 12 16:00:45 2016,Sun Oct 09 21:15:11 2016
49,S:\10_9_2016\env\20161009_151748.mp4,89802416.0,Wed Oct 12 16:00:46 2016,Sun Oct 09 21:21:11 2016
50,S:\10_9_2016\env\20161009_152549.mp4,4124069.0,Wed Oct 12 16:00:52 2016,Sun Oct 09 21:26:00 2016
51,S:\10_9_2016\env\20161009_152625.jpg,1905387.0,Wed Oct 12 16:00:52 2016,Sun Oct 09 21:26:25 2016
52,S:\10_9_2016\env\20161009_152633.jpg,1807158.0,Wed Oct 12 16:00:52 2016,Sun Oct 09 21:26:33 2016
53,S:\10_9_2016\env\20161009_152719.jpg,3036046.0,Wed Oct 12 16:00:52 2016,Sun Oct 09 21:27:19 2016
54,S:\10_9_2016\env\20161009_152806.jpg,1834810.0,Wed Oct 12 16:00:53 2016,Sun Oct 09 21:28:06 2016
55,S:\10_9_2016\env\20161009_152848.jpg,1825177.0,Wed Oct 12 16:00:53 2016,Sun Oct 09 21:28:48 2016
56,S:\10_9_2016\env\20161009_152934.jpg,3550505.0,Wed Oct 12 16:00:53 2016,Sun Oct 09 21:29:35 2016
57,S:\10_9_2016\env\20161009_153003.jpg,3889137.0,Wed Oct 12 16:00:53 2016,Sun Oct 09 21:30:04 2016
58,S:\10_9_2016\env\20161009_153110.jpg,4170093.0,Wed Oct 12 16:00:54 2016,Sun Oct 09 21:31:11 2016
59,S:\10_9_2016\env\20161009_153441.jpg,3036521.0,Wed Oct 12 16:00:54 2016,Sun Oct 09 21:34:41 2016
60,S:\10_9_2016\env\20161009_153530.jpg,3243141.0,Wed Oct 12 16:00:54 2016,Sun Oct 09 21:35:31 2016
61,S:\10_9_2016\env\20161009_153559.jpg,1760071.0,Wed Oct 12 16:00:54 2016,Sun Oct 09 21:35:59 2016
62,S:\10_9_2016\env\20161009_153603.jpg,1969082.0,Wed Oct 12 16:00:54 2016,Sun Oct 09 21:36:03 2016
63,S:\10_9_2016\env\20161009_153614.jpg,3233959.0,Wed Oct 12 16:00:55 2016,Sun Oct 09 21:36:14 2016
64,S:\10_9_2016\env\20161009_154629.mp4,53487900.0,Wed Oct 12 16:00:55 2016,Sun Oct 09 21:48:30 2016
65,S:\10_9_2016\env\20161009_171627.mp4,3295871.0,Wed Oct 12 16:00:58 2016,Sun Oct 09 23:16:36 2016
66,S:\10_9_2016\env\20161009_171657.mp4,17717929.0,Wed Oct 12 16:00:58 2016,Sun Oct 09 23:17:38 2016
67,S:\10_9_2016\env\20161009_171808.jpg,2946464.0,Wed Oct 12 16:01:00 2016,Sun Oct 09 23:18:08 2016
68,S:\10_9_2016\env\20161009_171824.jpg,2425035.0,Wed Oct 12 16:01:00 2016,Sun Oct 09 23:18:24 2016
69,S:\10_9_2016\env\20161009_171926.jpg,3126388.0,Wed Oct 12 16:01:00 2016,Sun Oct 09 23:19:26 2016
70,S:\10_9_2016\env\20161009_171934.jpg,3222035.0,Wed Oct 12 16:01:00 2016,Sun Oct 09 23:19:35 2016
71,S:\10_9_2016\env\20161009_171939.jpg,3154253.0,Wed Oct 12 16:01:00 2016,Sun Oct 09 23:19:39 2016
72,S:\10_9_2016\env\20161009_171956.jpg,3614827.0,Wed Oct 12 16:01:01 2016,Sun Oct 09 23:19:56 2016
73,S:\10_9_2016\env\20161009_172000.jpg,3168899.0,Wed Oct 12 16:01:01 2016,Sun Oct 09 23:20:01 2016
74,S:\10_9_2016\env\20161009_172004.jpg,3372614.0,Wed Oct 12 16:01:01 2016,Sun Oct 09 23:20:04 2016
75,S:\10_9_2016\env\20161009_172027.jpg,3029610.0,Wed Oct 12 16:01:02 2016,Sun Oct 09 23:20:28 2016
76,S:\10_9_2016\env\20161009_172039.jpg,2721145.0,Wed Oct 12 16:01:02 2016,Sun Oct 09 23:20:39 2016
77,S:\10_9_2016\env\20161009_172116.jpg,3013930.0,Wed Oct 12 16:01:02 2016,Sun Oct 09 23:21:17 2016
78,S:\10_9_2016\env\20161009_173516.jpg,2714887.0,Wed Oct 12 16:01:02 2016,Sun Oct 09 23:35:17 2016
79,S:\10_9_2016\env\20161009_173520.jpg,2720241.0,Wed Oct 12 16:01:02 2016,Sun Oct 09 23:35:20 2016
80,S:\10_9_2016\env\20161009_173538.jpg,2764194.0,Wed Oct 12 16:01:03 2016,Sun Oct 09 23:35:39 2016
81,S:\10_9_2016\env\20161009_174706.jpg,1769978.0,Wed Oct 12 16:01:03 2016,Sun Oct 09 23:47:06 2016
82,S:\10_9_2016\env\20161009_174722.jpg,2323817.0,Wed Oct 12 16:01:03 2016,Sun Oct 09 23:47:23 2016
83,S:\10_9_2016\env\20161009_174735.jpg,2090430.0,Wed Oct 12 16:01:03 2016,Sun Oct 09 23:47:35 2016
84,S:\10_9_2016\env\20161009_174740.jpg,3485986.0,Wed Oct 12 16:01:03 2016,Sun Oct 09 23:47:41 2016
85,S:\10_9_2016\env\20161009_174841.jpg,2852743.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:42 2016
86,S:\10_9_2016\env\20161009_174844.jpg,2480265.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:44 2016
87,S:\10_9_2016\env\20161009_174846.jpg,2455234.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:46 2016
88,S:\10_9_2016\env\20161009_174848.jpg,2158139.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:48 2016
89,S:\10_9_2016\env\20161009_174853(0).jpg,2189690.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:53 2016
90,S:\10_9_2016\env\20161009_174853.jpg,2446354.0,Wed Oct 12 16:01:04 2016,Sun Oct 09 23:48:53 2016
91,S:\10_9_2016\env\20161009_175152.jpg,2874233.0,Wed Oct 12 16:01:05 2016,Sun Oct 09 23:51:52 2016
92,S:\10_9_2016\env\20161009_175155.jpg,3068530.0,Wed Oct 12 16:01:05 2016,Sun Oct 09 23:51:56 2016
93,S:\10_9_2016\env\20161009_175237.jpg,2384282.0,Wed Oct 12 16:01:05 2016,Sun Oct 09 23:52:37 2016
94,S:\10_9_2016\env\20161009_175240.jpg,3103068.0,Wed Oct 12 16:01:05 2016,Sun Oct 09 23:52:40 2016
95,S:\10_9_2016\env\20161009_175242.jpg,1966152.0,Wed Oct 12 16:01:06 2016,Sun Oct 09 23:52:42 2016
96,S:\10_9_2016\env\20161009_175245.jpg,2927106.0,Wed Oct 12 16:01:06 2016,Sun Oct 09 23:52:45 2016
97,S:\10_9_2016\env\20161009_175247.jpg,2821568.0,Wed Oct 12 16:01:06 2016,Sun Oct 09 23:52:48 2016
98,S:\10_9_2016\env\20161009_175250.jpg,3632476.0,Wed Oct 12 16:01:06 2016,Sun Oct 09 23:52:50 2016
99,S:\10_9_2016\env\20161009_175256.jpg,2171490.0,Wed Oct 12 16:01:06 2016,Sun Oct 09 23:52:56 2016
100,S:\10_9_2016\env\20161009_175309.jpg,2964890.0,Wed Oct 12 16:01:07 2016,Sun Oct 09 23:53:09 2016
101,S:\10_9_2016\env\20161009_175311.jpg,2698126.0,Wed Oct 12 16:01:07 2016,Sun Oct 09 23:53:11 2016
102,S:\10_9_2016\env\20161009_175314.jpg,2803613.0,Wed Oct 12 16:01:07 2016,Sun Oct 09 23:53:14 2016
103,S:\10_9_2016\env\20161009_175318.jpg,2546234.0,Wed Oct 12 16:01:07 2016,Sun Oct 09 23:53:18 2016
104,S:\10_9_2016\env\20161009_175320.jpg,2994368.0,Wed Oct 12 16:01:07 2016,Sun Oct 09 23:53:20 2016
